AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID
1442,1136,Ramesh Prasad,22,M,A2
1443,1137,Lokesh Bhat,41,M,A1
1444,1137,Ravi Rao,30,M,A2
1445,1138,Unknown,38,M,A1
1446,1139,Unknown,25,M,A1
1447,1140,Deepa Raju,40,M,A1
1448,1141,Santosh Prasad,20,M,A1
1449,1142,Unknown,38,M,A1
1450,1143,Prakash Hegde,23,M,A1
1451,1144,Firoz Kumar,41,M,A1
1452,1144,Firoz Bhat,40,M,A2
1453,1145,Unknown,41,M,A1
1454,1146,Unknown,33,M,A1
1455,1147,Harish Naik,41,M,A1
1456,1148,Lokesh Reddy,38,M,A1
1457,1148,Divya Naik,37,M,A2
1458,1149,Unknown,29,M,A1
1459,1150,Unknown,40,M,A1
1460,1151,Divya Achar,22,M,A1
1461,1151,Roopa Kumar,25,M,A2
1462,1152,Kavya Bhat,31,M,A1
1463,1152,Sushma Hegde,26,M,A2
1464,1153,Sushma Hegde,20,M,A1
1465,1153,Nagaraj Prasad,36,M,A2
1466,1154,Unknown,23,M,A1
1467,1155,Unknown,31,M,A1
1468,1156,Unknown,43,M,A1
1469,1157,Lokesh Pasha,28,M,A1
1470,1158,Unknown,23,M,A1
1471,1159,Unknown,18,M,A1
1472,1160,Suresh Bhat,26,M,A1
1473,1161,Unknown,20,M,A1
1474,1162,Shivakumar Gowda,45,M,A1
1475,1162,Manjunath Murthy,19,M,A2
1476,1163,Unknown,18,M,A1
1477,1164,Ramesh Setty,32,M,A1
1478,1165,Savitha Reddy,27,M,A1
1479,1165,Lakshmi Rao,21,M,A2
1480,1166,Unknown,45,M,A1
1481,1167,Unknown,23,M,A1
1482,1168,Unknown,23,M,A1
1483,1169,Suresh Shetty,30,M,A1
1484,1170,Unknown,38,M,A1
1485,1171,Ramesh Rao,41,M,A1
1486,1171,Shwetha Prasad,37,M,A2
1487,1172,Unknown,39,M,A1
1488,1173,Unknown,29,M,A1
1489,1174,Unknown,24,M,A1
1490,1175,Umesh Murthy,33,M,A1
1491,1175,Arun Prasad,29,M,A2
1492,1176,Unknown,19,M,A1
1493,1177,Vinay Hegde,18,M,A1
1494,1177,Mahesh Naik,39,M,A2
1495,1178,Kiran Naik,19,M,A1
1496,1179,Unknown,32,M,A1
1497,1180,Unknown,23,M,A1
1498,1181,Lakshmi Reddy,41,M,A1
1499,1181,Imran Kumar,26,M,A2
1500,1182,Unknown,20,M,A1
1501,1183,Anil Hegde,22,M,A1
1502,1184,Vinay Setty,29,M,A1
1503,1184,Basavaraj Patil,37,M,A2
1504,1185,Rekha Reddy,29,M,A1
1505,1186,Naveen Bhat,29,M,A1
1506,1186,Shwetha Bhat,27,M,A2
1507,1187,Anil Naik,32,M,A1
1508,1188,Unknown,45,M,A1
1509,1189,Imran Prasad,27,M,A1
1510,1190,Unknown,31,M,A1
1511,1191,Suresh Shetty,35,M,A1
1512,1192,Unknown,43,M,A1
1513,1193,Unknown,32,M,A1
1514,1194,Savitha Rao,20,M,A1
1515,1194,Arun Patil,23,M,A2
1516,1195,Sushma Hegde,23,M,A1
1517,1196,Unknown,43,M,A1
1518,1197,Unknown,24,M,A1
1519,1198,Unknown,34,M,A1
1520,1199,Unknown,38,M,A1
1521,1200,Lakshmi Kumar,36,M,A1
1522,1201,Unknown,39,M,A1
1523,1202,Kavya Murthy,43,M,A1
1524,1202,Basavaraj Shetty,35,M,A2
1525,1203,Kavya Gowda,28,M,A1
1526,1204,Unknown,40,M,A1
1527,1205,Unknown,26,M,A1
1528,1206,Unknown,24,M,A1
1529,1207,Firoz Setty,29,M,A1
1530,1207,Harish Shetty,36,M,A2
1531,1208,Santosh Raju,21,M,A1
1532,1209,Geetha Hegde,18,M,A1
1533,1209,Prasad Bhat,18,M,A2
1534,1210,Unknown,26,M,A1
1535,1211,Unknown,38,M,A1
1536,1212,Unknown,32,M,A1
1537,1213,Vinay Achar,18,M,A1
1538,1213,Rekha Kumar,40,M,A2
1539,1214,Unknown,27,M,A1
1540,1215,Basavaraj Achar,18,M,A1
1541,1216,Naveen Prasad,42,M,A1
1542,1216,Deepa Kumar,42,M,A2
1543,1217,Vinay Reddy,29,M,A1
1544,1218,Naveen Nayak,33,M,A1
1545,1219,Basavaraj Nayak,23,M,A1
1546,1220,Unknown,26,M,A1
1547,1221,Rekha Setty,20,M,A1
1548,1221,Shivakumar Patil,44,M,A2
1549,1222,Unknown,27,M,A1
1550,1223,Unknown,35,M,A1
1551,1224,Mahesh Pasha,23,M,A1
1552,1224,Ravi Hegde,23,M,A2
1553,1225,Savitha Raju,33,M,A1
1554,1226,Sushma Reddy,20,M,A1
1555,1226,Kiran Hegde,31,M,A2
1556,1227,Unknown,45,M,A1
1557,1228,Basavaraj Prasad,33,M,A1
1558,1229,Unknown,42,M,A1
1559,1230,Anil Kumar,40,M,A1
1560,1231,Umesh Rao,23,M,A1
1561,1232,Rekha Patil,18,M,A1
1562,1232,Shwetha Patil,42,M,A2
1563,1233,Unknown,22,M,A1
1564,1234,Unknown,23,M,A1
1565,1235,Arun Shetty,20,M,A1
1566,1235,Kavya Hegde,34,M,A2
1567,1236,Divya Kumar,45,M,A1
1568,1237,Bhavya Murthy,41,M,A1
1569,1237,Firoz Bhat,28,M,A2
1570,1238,Unknown,36,M,A1
1571,1239,Nagaraj Prasad,34,M,A1
1572,1239,Arun Prasad,18,M,A2
1573,1240,Prasad Kumar,31,M,A1
1574,1240,Kavya Naik,35,M,A2
1575,1241,Unknown,21,M,A1
1576,1242,Manjunath Gowda,31,M,A1
1577,1243,Unknown,28,M,A1
1578,1244,Rekha Gowda,32,M,A1
1579,1245,Unknown,37,M,A1
1580,1246,Unknown,26,M,A1
1581,1247,Nagaratna Reddy,19,M,A1
1582,1248,Unknown,41,M,A1
1583,1249,Manjunath Murthy,39,M,A1
1584,1250,Naveen Setty,24,M,A1
1585,1250,Roopa Setty,40,M,A2
1586,1251,Imran Bhat,36,M,A1
1587,1251,Vinay Rao,40,M,A2
1588,1252,Shwetha Naik,35,M,A1
1589,1252,Suresh Nayak,27,M,A2
1590,1253,Bhavya Hegde,30,M,A1
1591,1253,Girish Setty,29,M,A2
1592,1254,Savitha Naik,38,M,A1
1593,1255,Unknown,23,M,A1
1594,1256,Unknown,21,M,A1
1595,1257,Arun Naik,38,M,A1
1596,1258,Unknown,38,M,A1
1597,1259,Unknown,20,M,A1
1598,1260,Unknown,18,M,A1
1599,1261,Unknown,36,M,A1
1600,1262,Imran Raju,41,M,A1
1601,1262,Shivakumar Murthy,22,M,A2
1602,1263,Shivakumar Patil,44,M,A1
1603,1264,Lokesh Reddy,26,M,A1
1604,1265,Vidya Bhat,45,M,A1
1605,1265,Sushma Nayak,36,M,A2
1606,1266,Arun Murthy,30,M,A1
1607,1267,Nagaratna Patil,43,M,A1
1608,1267,Harish Naik,25,M,A2
1609,1268,Imran Naik,37,M,A1
1610,1269,Harish Gowda,35,M,A1
1611,1269,Prasad Setty,22,M,A2
1612,1270,Geetha Hegde,45,M,A1
1613,1270,Deepa Setty,34,M,A2
1614,1271,Harish Kumar,21,M,A1
1615,1271,Vinay Gowda,21,M,A2
1616,1272,Bhavya Patil,22,M,A1
1617,1273,Firoz Kumar,34,M,A1
1618,1274,Shivakumar Setty,45,M,A1
1619,1275,Unknown,36,M,A1
1620,1276,Girish Hegde,21,M,A1
1621,1276,Lokesh Raju,24,M,A2
1622,1277,Prakash Reddy,25,M,A1
1623,1278,Anil Gowda,25,M,A1
1624,1279,Anitha Reddy,28,M,A1
1625,1279,Sushma Pasha,42,M,A2
1626,1280,Anitha Shetty,22,M,A1
1627,1281,Manjunath Shetty,18,M,A1
1628,1282,Nagaratna Naik,19,M,A1
1629,1282,Anitha Raju,32,M,A2
1630,1283,Unknown,44,M,A1
1631,1284,Lakshmi Patil,43,M,A1
1632,1285,Ravi Patil,45,M,A1
1633,1285,Rekha Setty,44,M,A2
1634,1286,Unknown,41,M,A1
1635,1287,Unknown,39,M,A1
1636,1288,Lokesh Setty,27,M,A1
1637,1289,Unknown,27,M,A1
1638,1290,Lakshmi Setty,35,M,A1
1639,1290,Rekha Kumar,21,M,A2
1640,1291,Harish Hegde,29,M,A1
1641,1292,Unknown,36,M,A1
1642,1293,Unknown,45,M,A1
1643,1294,Nagaraj Prasad,37,M,A1
1644,1294,Divya Nayak,23,M,A2
1645,1295,Lokesh Nayak,30,M,A1
1646,1296,Arun Setty,43,M,A1
1647,1296,Sushma Shetty,31,M,A2
1648,1297,Geetha Raju,34,M,A1
1649,1298,Anil Kumar,31,M,A1
1650,1298,Vidya Kumar,20,M,A2
1651,1299,Geetha Raju,27,M,A1
1652,1300,Unknown,33,M,A1
1653,1301,Vidya Patil,32,M,A1
1654,1302,Basavaraj Kumar,25,M,A1
1655,1303,Shivakumar Prasad,40,M,A1
1656,1304,Anitha Pasha,41,M,A1
1657,1305,Unknown,26,M,A1
1658,1306,Unknown,33,M,A1
1659,1307,Unknown,19,M,A1
1660,1308,Prakash Prasad,39,M,A1
1661,1308,Deepa Naik,28,M,A2
1662,1309,Ravi Setty,24,M,A1
1663,1310,Unknown,41,M,A1
1664,1311,Sushma Rao,38,M,A1
1665,1311,Suresh Raju,24,M,A2
1666,1312,Nagaratna Pasha,28,M,A1
1667,1313,Shwetha Pasha,34,M,A1
1668,1314,Umesh Achar,26,M,A1
1669,1315,Unknown,41,M,A1
1670,1316,Vinay Raju,25,M,A1
1671,1316,Harish Shetty,18,M,A2
1672,1317,Suresh Reddy,26,M,A1
1673,1317,Naveen Patil,34,M,A2
1674,1318,Imran Nayak,28,M,A1
1675,1319,Basavaraj Bhat,20,M,A1
1676,1319,Ravi Murthy,35,M,A2
1677,1320,Unknown,27,M,A1
1678,1321,Manjunath Patil,41,M,A1
1679,1322,Shivakumar Murthy,38,M,A1
1680,1323,Anitha Gowda,38,M,A1
1681,1323,Vinay Hegde,41,M,A2
1682,1324,Unknown,29,M,A1
1683,1325,Basavaraj Kumar,38,M,A1
1684,1325,Divya Raju,32,M,A2
1685,1326,Arun Kumar,19,M,A1
1686,1327,Manjunath Raju,31,M,A1
1687,1328,Lakshmi Reddy,44,M,A1
1688,1329,Unknown,30,M,A1
1689,1330,Deepa Prasad,32,M,A1
1690,1330,Divya Setty,42,M,A2
1691,1331,Arun Murthy,26,M,A1
1692,1331,Arun Gowda,37,M,A2
1693,1332,Savitha Naik,25,M,A1
1694,1332,Naveen Raju,39,M,A2
1695,1333,Unknown,40,M,A1
1696,1334,Santosh Pasha,31,M,A1
1697,1334,Ramesh Bhat,35,M,A2
1698,1335,Divya Reddy,39,M,A1
1699,1336,Bhavya Naik,28,M,A1
1700,1337,Unknown,40,M,A1
1701,1338,Bhavya Reddy,35,M,A1
1702,1339,Santosh Raju,45,M,A1
1703,1340,Vidya Reddy,27,M,A1
1704,1340,Basavaraj Prasad,35,M,A2
1705,1341,Deepa Setty,43,M,A1
1706,1341,Basavaraj Shetty,26,M,A2
1707,1342,Imran Achar,44,M,A1
1708,1342,Umesh Gowda,36,M,A2
1709,1343,Divya Nayak,23,M,A1
1710,1343,Prasad Gowda,25,M,A2
1711,1344,Arun Gowda,32,M,A1
1712,1345,Unknown,31,M,A1
1713,1346,Manjunath Gowda,29,M,A1
1714,1347,Unknown,34,M,A1
1715,1348,Firoz Achar,39,M,A1
1716,1348,Mahesh Rao,37,M,A2
1717,1349,Prakash Reddy,30,M,A1
1718,1350,Unknown,38,M,A1
1719,1351,Prasad Prasad,35,M,A1
1720,1352,Umesh Setty,38,M,A1
1721,1352,Lokesh Hegde,38,M,A2
1722,1353,Naveen Shetty,38,M,A1
1723,1353,Anitha Patil,22,M,A2
1724,1354,Umesh Murthy,30,M,A1
1725,1354,Rekha Pasha,40,M,A2
1726,1355,Firoz Naik,29,M,A1
1727,1355,Basavaraj Gowda,28,M,A2
1728,1356,Unknown,27,M,A1
1729,1357,Unknown,40,M,A1
1730,1358,Naveen Achar,41,M,A1
1731,1358,Prakash Setty,41,M,A2
1732,1359,Mahesh Setty,20,M,A1
1733,1359,Suresh Raju,21,M,A2
1734,1360,Unknown,42,M,A1
1735,1361,Basavaraj Raju,29,M,A1
1736,1362,Prakash Patil,30,M,A1
1737,1363,Unknown,25,M,A1
1738,1364,Naveen Hegde,41,M,A1
1739,1365,Unknown,41,M,A1
1740,1366,Vinay Murthy,34,M,A1
1741,1367,Unknown,18,M,A1
1742,1368,Unknown,19,M,A1
1743,1369,Anitha Setty,19,M,A1
1744,1369,Nagaratna Setty,35,M,A2
1745,1370,Prasad Gowda,43,M,A1
1746,1371,Firoz Murthy,22,M,A1
1747,1371,Manjunath Setty,44,M,A2
1748,1372,Unknown,39,M,A1
1749,1373,Girish Hegde,36,M,A1
1750,1374,Ravi Murthy,35,M,A1
1751,1374,Ramesh Nayak,28,M,A2
1752,1375,Prakash Shetty,20,M,A1
1753,1376,Naveen Rao,18,M,A1
1754,1377,Umesh Shetty,23,M,A1
1755,1378,Geetha Naik,42,M,A1
1756,1378,Mahesh Naik,23,M,A2
1757,1379,Unknown,19,M,A1
1758,1380,Firoz Patil,39,M,A1
1759,1380,Lakshmi Kumar,38,M,A2
1760,1381,Basavaraj Kumar,29,M,A1
1761,1382,Santosh Murthy,31,M,A1
1762,1383,Vidya Patil,44,M,A1
1763,1384,Lakshmi Gowda,45,M,A1
1764,1384,Nagaraj Naik,18,M,A2
1765,1385,Unknown,37,M,A1
1766,1386,Unknown,20,M,A1
1767,1387,Anil Reddy,37,M,A1
1768,1388,Basavaraj Pasha,30,M,A1
1769,1389,Vidya Raju,24,M,A1
1770,1390,Unknown,43,M,A1
1771,1391,Ravi Nayak,43,M,A1
1772,1392,Unknown,30,M,A1
1773,1393,Arun Reddy,45,M,A1
1774,1393,Manjunath Hegde,30,M,A2
1775,1394,Unknown,25,M,A1
1776,1395,Vinay Bhat,37,M,A1
1777,1395,Kavya Patil,32,M,A2
1778,1396,Prasad Achar,41,M,A1
1779,1397,Girish Kumar,33,M,A1
1780,1398,Bhavya Shetty,30,M,A1
1781,1399,Shivakumar Naik,38,M,A1
1782,1400,Manjunath Setty,45,M,A1
1783,1400,Prasad Kumar,23,M,A2
1784,1401,Vinay Setty,44,M,A1
1785,1401,Vinay Kumar,41,M,A2
1786,1402,Unknown,29,M,A1
1787,1403,Kiran Bhat,22,M,A1
1788,1404,Unknown,18,M,A1
1789,1405,Naveen Shetty,29,M,A1
1790,1405,Geetha Shetty,26,M,A2
1791,1406,Unknown,24,M,A1
1792,1407,Unknown,24,M,A1
1793,1408,Firoz Bhat,21,M,A1
1794,1409,Kavya Rao,28,M,A1
1795,1410,Roopa Setty,40,M,A1
1796,1411,Unknown,25,M,A1
1797,1412,Anitha Kumar,41,M,A1
1798,1412,Suresh Raju,28,M,A2
1799,1413,Harish Murthy,30,M,A1
1800,1414,Naveen Naik,23,M,A1
1801,1414,Prasad Pasha,32,M,A2
1802,1415,Rekha Rao,26,M,A1
1803,1416,Kiran Setty,19,M,A1
1804,1416,Suresh Murthy,22,M,A2
1805,1417,Umesh Pasha,40,M,A1
1806,1417,Roopa Nayak,23,M,A2
1807,1418,Umesh Bhat,33,M,A1
1808,1419,Rekha Prasad,33,M,A1
1809,1419,Sushma Reddy,21,M,A2
1810,1420,Vidya Bhat,32,M,A1
1811,1420,Nagaratna Murthy,20,M,A2
1812,1421,Anil Prasad,19,M,A1
1813,1422,Unknown,38,M,A1
1814,1423,Manjunath Pasha,24,M,A1
1815,1424,Kiran Hegde,22,M,A1
1816,1424,Shivakumar Bhat,34,M,A2
1817,1425,Lokesh Patil,23,M,A1
1818,1426,Unknown,41,M,A1
1819,1427,Manjunath Hegde,26,M,A1
1820,1427,Shwetha Murthy,23,M,A2
1821,1428,Prasad Reddy,43,M,A1
1822,1428,Prakash Naik,24,M,A2
1823,1429,Savitha Prasad,21,M,A1
1824,1430,Manjunath Reddy,32,M,A1
1825,1430,Arun Pasha,45,M,A2
1826,1431,Vinay Kumar,33,M,A1
1827,1431,Firoz Raju,37,M,A2
1828,1432,Firoz Pasha,45,M,A1
1829,1432,Naveen Hegde,29,M,A2
1830,1433,Suresh Gowda,33,M,A1
1831,1433,Naveen Rao,29,M,A2
1832,1434,Mahesh Hegde,23,M,A1
1833,1435,Anil Kumar,32,M,A1
1834,1436,Naveen Nayak,26,M,A1
1835,1437,Geetha Naik,24,M,A1
1836,1438,Unknown,41,M,A1
1837,1439,Unknown,21,M,A1
1838,1440,Unknown,27,M,A1
1839,1441,Imran Kumar,28,M,A1
1840,1442,Roopa Murthy,25,M,A1
1841,1442,Santosh Achar,41,M,A2
1842,1443,Nagaraj Gowda,31,M,A1
1843,1444,Umesh Rao,38,M,A1
1844,1445,Unknown,20,M,A1
1845,1446,Roopa Shetty,31,M,A1
1846,1446,Sushma Nayak,25,M,A2
1847,1447,Umesh Hegde,29,M,A1
1848,1448,Unknown,27,M,A1
1849,1449,Kavya Gowda,36,M,A1
1850,1450,Manjunath Murthy,37,M,A1
1851,1451,Harish Bhat,25,M,A1
1852,1451,Kiran Raju,24,M,A2
1853,1452,Bhavya Patil,39,M,A1
1854,1452,Prakash Pasha,33,M,A2
1855,1453,Unknown,45,M,A1
1856,1454,Unknown,25,M,A1
1857,1455,Arun Kumar,32,M,A1
1858,1456,Umesh Rao,19,M,A1
1859,1456,Shivakumar Hegde,29,M,A2
1860,1457,Umesh Nayak,23,M,A1
1861,1458,Unknown,31,M,A1
1862,1459,Harish Kumar,29,M,A1
1863,1460,Basavaraj Nayak,18,M,A1
1864,1461,Imran Kumar,18,M,A1
1865,1462,Roopa Achar,26,M,A1
1866,1463,Sushma Patil,27,M,A1
1867,1463,Prakash Naik,37,M,A2
1868,1464,Manjunath Gowda,18,M,A1
1869,1464,Rekha Kumar,39,M,A2
1870,1465,Firoz Prasad,24,M,A1
1871,1465,Rekha Shetty,42,M,A2
1872,1466,Imran Kumar,33,M,A1
1873,1467,Prasad Pasha,45,M,A1
1874,1468,Umesh Reddy,44,M,A1
1875,1469,Shwetha Kumar,34,M,A1
1876,1470,Prasad Shetty,25,M,A1
1877,1471,Imran Achar,30,M,A1
1878,1471,Deepa Murthy,22,M,A2
1879,1472,Unknown,22,M,A1
1880,1473,Unknown,34,M,A1
1881,1474,Shwetha Nayak,41,M,A1
1882,1475,Lakshmi Prasad,25,M,A1
1883,1476,Unknown,29,M,A1
1884,1477,Imran Gowda,23,M,A1
1885,1477,Suresh Murthy,27,M,A2
1886,1478,Unknown,23,M,A1
1887,1479,Anil Setty,45,M,A1
1888,1480,Lokesh Pasha,45,M,A1
1889,1480,Anitha Hegde,43,M,A2
1890,1481,Kiran Patil,32,M,A1
1891,1482,Anil Achar,25,M,A1
1892,1483,Shwetha Prasad,27,M,A1
1893,1483,Kiran Setty,37,M,A2
1894,1484,Ramesh Gowda,39,M,A1
1895,1485,Unknown,27,M,A1
1896,1486,Prakash Patil,43,M,A1
1897,1486,Deepa Kumar,27,M,A2
1898,1487,Suresh Patil,30,M,A1
1899,1488,Vinay Pasha,18,M,A1
1900,1489,Santosh Reddy,19,M,A1
1901,1489,Umesh Nayak,20,M,A2
1902,1490,Umesh Reddy,28,M,A1
1903,1491,Ramesh Shetty,36,M,A1
1904,1492,Girish Reddy,28,M,A1
1905,1493,Unknown,24,M,A1
1906,1494,Unknown,19,M,A1
1907,1495,Unknown,26,M,A1
1908,1496,Lakshmi Gowda,22,M,A1
1909,1497,Umesh Gowda,21,M,A1
1910,1498,Unknown,32,M,A1
1911,1499,Firoz Raju,28,M,A1
1912,1500,Naveen Prasad,41,M,A1
1913,1501,Unknown,28,M,A1
1914,1502,Unknown,28,M,A1
1915,1503,Unknown,45,M,A1
1916,1504,Santosh Kumar,28,M,A1
1917,1504,Mahesh Naik,31,M,A2
1918,1505,Basavaraj Naik,42,M,A1
1919,1506,Deepa Hegde,27,M,A1
1920,1506,Manjunath Prasad,44,M,A2
1921,1507,Kiran Naik,31,M,A1
1922,1508,Unknown,27,M,A1
1923,1509,Lokesh Setty,18,M,A1
1924,1510,Ravi Gowda,18,M,A1
1925,1510,Harish Rao,34,M,A2
1926,1511,Divya Nayak,34,M,A1
1927,1511,Ravi Shetty,19,M,A2
1928,1512,Unknown,37,M,A1
1929,1513,Naveen Pasha,21,M,A1
1930,1514,Savitha Shetty,24,M,A1
1931,1514,Deepa Pasha,37,M,A2
1932,1515,Nagaraj Naik,23,M,A1
1933,1515,Santosh Naik,28,M,A2
1934,1516,Shivakumar Pasha,32,M,A1
1935,1517,Unknown,18,M,A1
1936,1518,Bhavya Kumar,21,M,A1
1937,1518,Imran Setty,18,M,A2
1938,1519,Ramesh Shetty,23,M,A1
1939,1519,Arun Achar,44,M,A2
1940,1520,Prakash Murthy,30,M,A1
1941,1520,Santosh Achar,42,M,A2
1942,1521,Anil Hegde,23,M,A1
1943,1522,Kiran Pasha,26,M,A1
1944,1523,Unknown,29,M,A1
1945,1524,Unknown,32,M,A1
1946,1525,Savitha Gowda,24,M,A1
1947,1526,Basavaraj Bhat,24,M,A1
1948,1527,Kiran Hegde,18,M,A1
1949,1527,Shivakumar Prasad,24,M,A2
1950,1528,Harish Murthy,34,M,A1
1951,1528,Bhavya Raju,36,M,A2
1952,1529,Santosh Kumar,37,M,A1
1953,1530,Ramesh Murthy,40,M,A1
1954,1531,Rekha Gowda,30,M,A1
1955,1532,Girish Gowda,41,M,A1
1956,1532,Prasad Nayak,25,M,A2
1957,1533,Ravi Rao,33,M,A1
1958,1534,Ramesh Setty,36,M,A1
1959,1535,Divya Reddy,41,M,A1
1960,1535,Ravi Setty,39,M,A2
1961,1536,Unknown,32,M,A1
1962,1537,Unknown,35,M,A1
1963,1538,Anil Gowda,36,M,A1
1964,1539,Bhavya Patil,33,M,A1
1965,1539,Geetha Bhat,26,M,A2
1966,1540,Imran Prasad,42,M,A1
1967,1541,Basavaraj Achar,30,M,A1
1968,1542,Unknown,40,M,A1
1969,1543,Nagaraj Prasad,31,M,A1
1970,1544,Divya Murthy,24,M,A1
1971,1545,Prasad Achar,39,M,A1
1972,1546,Kiran Achar,37,M,A1
1973,1546,Manjunath Reddy,28,M,A2
1974,1547,Unknown,25,M,A1
1975,1548,Lakshmi Pasha,21,M,A1
1976,1549,Prasad Naik,30,M,A1
1977,1550,Suresh Gowda,23,M,A1
1978,1551,Firoz Setty,26,M,A1
1979,1552,Manjunath Naik,40,M,A1
1980,1552,Roopa Naik,24,M,A2
1981,1553,Manjunath Pasha,26,M,A1
1982,1554,Unknown,42,M,A1
1983,1555,Unknown,24,M,A1
1984,1556,Unknown,39,M,A1
1985,1557,Bhavya Rao,28,M,A1
1986,1557,Santosh Hegde,24,M,A2
1987,1558,Arun Raju,44,M,A1
1988,1559,Unknown,37,M,A1
1989,1560,Unknown,29,M,A1
1990,1561,Suresh Raju,29,M,A1
1991,1562,Prasad Bhat,24,M,A1
1992,1563,Suresh Setty,18,M,A1
1993,1564,Unknown,35,M,A1
1994,1565,Shwetha Pasha,18,M,A1
1995,1566,Unknown,33,M,A1
1996,1567,Umesh Prasad,35,M,A1
1997,1567,Anitha Bhat,42,M,A2
1998,1568,Arun Achar,23,M,A1
1999,1568,Santosh Achar,23,M,A2
2000,1569,Santosh Naik,22,M,A1
2001,1570,Santosh Kumar,32,M,A1
2002,1571,Shivakumar Gowda,23,M,A1
2003,1572,Nagaratna Naik,36,M,A1
2004,1572,Manjunath Gowda,30,M,A2
2005,1573,Roopa Achar,40,M,A1
2006,1573,Deepa Shetty,39,M,A2
2007,1574,Deepa Kumar,38,M,A1
2008,1574,Anil Gowda,35,M,A2
2009,1575,Vidya Naik,20,M,A1
2010,1576,Lokesh Kumar,22,M,A1
2011,1576,Vidya Gowda,40,M,A2
2012,1577,Unknown,25,M,A1
2013,1578,Prakash Murthy,23,M,A1
2014,1579,Roopa Gowda,21,M,A1
2015,1580,Lakshmi Setty,33,M,A1
2016,1580,Ravi Hegde,25,M,A2
2017,1581,Unknown,44,M,A1
2018,1582,Harish Rao,22,M,A1
2019,1582,Lakshmi Pasha,34,M,A2
2020,1583,Firoz Hegde,21,M,A1
2021,1583,Kavya Bhat,33,M,A2
2022,1584,Ramesh Raju,39,M,A1
2023,1584,Rekha Shetty,31,M,A2
2024,1585,Shivakumar Prasad,20,M,A1
2025,1586,Prakash Gowda,20,M,A1
2026,1587,Unknown,44,M,A1
2027,1588,Shivakumar Achar,23,M,A1
2028,1589,Suresh Achar,31,M,A1
2029,1590,Santosh Raju,35,M,A1
2030,1590,Santosh Pasha,31,M,A2
2031,1591,Unknown,40,M,A1
2032,1592,Unknown,29,M,A1
2033,1593,Harish Murthy,36,M,A1
2034,1594,Anil Achar,21,M,A1
2035,1594,Naveen Hegde,42,M,A2
2036,1595,Umesh Setty,20,M,A1
2037,1596,Prasad Nayak,45,M,A1
2038,1597,Unknown,30,M,A1
2039,1598,Anitha Prasad,44,M,A1
2040,1598,Suresh Shetty,40,M,A2
2041,1599,Kiran Naik,41,M,A1
2042,1600,Unknown,38,M,A1
2043,1601,Rekha Nayak,34,M,A1
2044,1602,Unknown,44,M,A1
2045,1603,Umesh Reddy,23,M,A1
2046,1603,Arun Kumar,41,M,A2
2047,1604,Unknown,41,M,A1
2048,1605,Unknown,42,M,A1
2049,1606,Santosh Kumar,30,M,A1
2050,1607,Savitha Raju,27,M,A1
2051,1608,Divya Gowda,23,M,A1
2052,1609,Unknown,32,M,A1
2053,1610,Ravi Patil,44,M,A1
2054,1611,Firoz Hegde,31,M,A1
2055,1612,Bhavya Rao,45,M,A1
2056,1613,Prasad Naik,27,M,A1
2057,1614,Unknown,35,M,A1
2058,1615,Unknown,29,M,A1
2059,1616,Unknown,45,M,A1
2060,1617,Imran Raju,26,M,A1
2061,1617,Nagaratna Murthy,28,M,A2
2062,1618,Deepa Kumar,32,M,A1
2063,1619,Unknown,33,M,A1
2064,1620,Deepa Patil,44,M,A1
2065,1621,Unknown,32,M,A1
2066,1622,Unknown,37,M,A1
2067,1623,Mahesh Reddy,41,M,A1
2068,1624,Unknown,32,M,A1
2069,1625,Arun Naik,42,M,A1
2070,1625,Santosh Patil,27,M,A2
2071,1626,Imran Raju,32,M,A1
2072,1627,Deepa Gowda,22,M,A1
2073,1628,Lokesh Naik,29,M,A1
2074,1628,Santosh Naik,38,M,A2
2075,1629,Imran Prasad,37,M,A1
2076,1630,Bhavya Hegde,38,M,A1
2077,1631,Prakash Raju,45,M,A1
2078,1632,Unknown,38,M,A1
2079,1633,Ramesh Prasad,41,M,A1
2080,1633,Harish Nayak,22,M,A2
2081,1634,Unknown,33,M,A1
2082,1635,Unknown,26,M,A1
2083,1636,Roopa Setty,28,M,A1
2084,1637,Unknown,34,M,A1
2085,1638,Lokesh Naik,33,M,A1
2086,1638,Suresh Kumar,45,M,A2
2087,1639,Sushma Pasha,38,M,A1
2088,1640,Lokesh Nayak,40,M,A1
2089,1641,Mahesh Bhat,43,M,A1
2090,1641,Deepa Kumar,44,M,A2
2091,1642,Unknown,18,M,A1
2092,1643,Unknown,36,M,A1
2093,1644,Naveen Raju,20,M,A1
2094,1644,Girish Achar,39,M,A2
2095,1645,Ravi Prasad,36,M,A1
2096,1646,Unknown,32,M,A1
2097,1647,Unknown,36,M,A1
2098,1648,Unknown,41,M,A1
2099,1649,Ramesh Bhat,20,M,A1
2100,1649,Lokesh Setty,37,M,A2
2101,1650,Unknown,30,M,A1
2102,1651,Shwetha Prasad,41,M,A1
2103,1652,Imran Hegde,22,M,A1
2104,1653,Anil Bhat,40,M,A1
2105,1654,Naveen Shetty,31,M,A1
2106,1655,Basavaraj Raju,22,M,A1
2107,1655,Shwetha Raju,29,M,A2
2108,1656,Santosh Patil,41,M,A1
