ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
1197,1197,Anitha Murthy,24,1,1,1,F
1198,1198,Lakshmi Bhat,63,4,1,2,F
1199,1199,Girish Patil,22,1,2,4,M
1200,1200,Kavya Rao,32,4,3,1,F
1201,1201,Ravi Raju,31,7,4,4,M
1202,1202,Umesh Naik,32,8,1,2,M
1203,1203,Shwetha Achar,33,1,4,3,F
1204,1204,Harish Hegde,52,5,3,4,M
1205,1205,Mahesh Patil,25,1,1,1,M
1206,1206,Girish Setty,19,5,4,4,M
1207,1207,Geetha Shetty,56,3,1,4,F
1208,1208,Prakash Nayak,67,7,4,1,M
1209,1209,Bhavya Hegde,58,8,2,4,F
1210,1210,Deepa Pasha,44,4,4,1,F
1211,1211,Naveen Raju,56,5,2,3,M
1212,1212,Sushma Pasha,35,2,3,1,F
1213,1213,Divya Achar,65,6,4,4,F
1214,1214,Nagaratna Gowda,19,3,4,4,F
1215,1215,Roopa Naik,24,2,4,2,F
1216,1216,Lokesh Gowda,30,3,2,4,M
1217,1217,Lokesh Setty,34,2,1,2,M
1218,1218,Rekha Achar,64,1,2,1,F
1219,1219,Nagaraj Patil,43,5,1,2,M
1220,1220,Vinay Naik,65,1,2,1,M
1221,1221,Arun Naik,55,2,1,1,M
1222,1222,Umesh Pasha,47,1,1,1,M
1223,1223,Harish Reddy,35,5,4,1,M
1224,1224,Nagaratna Reddy,49,6,3,3,F
1225,1225,Geetha Pasha,21,6,3,4,F
1226,1226,Vinay Nayak,22,7,2,4,M
1227,1227,Anil Prasad,60,2,1,3,M
1228,1228,Nagaratna Shetty,41,7,4,4,F
1229,1229,Nagaratna Nayak,52,5,1,1,F
1230,1230,Deepa Reddy,24,3,3,4,F
1231,1231,Ramesh Patil,42,7,4,2,M
1232,1232,Imran Gowda,66,7,4,3,M
1233,1233,Kavya Achar,36,4,1,3,F
1234,1234,Vidya Bhat,48,3,4,3,F
1235,1235,Shwetha Nayak,47,8,3,1,F
1236,1236,Shivakumar Patil,68,8,2,1,M
1237,1237,Arun Prasad,45,5,2,4,M
1238,1238,Kiran Murthy,30,4,2,2,M
1239,1239,Kavya Rao,20,7,1,2,F
1240,1240,Savitha Shetty,41,1,4,2,F
1241,1241,Kavya Bhat,56,2,4,4,F
1242,1242,Bhavya Rao,52,7,1,2,F
1243,1243,Basavaraj Pasha,46,1,3,1,M
1244,1244,Ramesh Pasha,46,7,4,2,M
1245,1245,Savitha Hegde,39,6,4,4,F
1246,1246,Arun Raju,33,3,2,3,M
1247,1247,Nagaratna Rao,67,8,2,3,F
1248,1248,Lakshmi Shetty,64,8,3,4,F
1249,1249,Bhavya Nayak,54,1,4,1,F
1250,1250,Nagaraj Pasha,38,5,1,1,M
1251,1251,Lakshmi Patil,35,3,4,4,F
1252,1252,Firoz Bhat,68,2,1,4,M
1253,1253,Lakshmi Achar,51,6,4,1,F
1254,1254,Mahesh Gowda,38,8,2,1,M
1255,1255,Imran Gowda,46,7,2,4,M
1256,1256,Savitha Murthy,49,7,2,4,F
1257,1257,Sushma Pasha,28,2,3,3,F
1258,1258,Santosh Setty,49,8,1,1,M
1259,1259,Shwetha Kumar,36,3,4,4,F
1260,1260,Kavya Raju,60,3,3,2,F
1261,1261,Manjunath Prasad,68,8,2,1,M
1262,1262,Mahesh Nayak,29,7,3,4,M
1263,1263,Deepa Shetty,58,7,3,2,F
1264,1264,Roopa Reddy,43,4,4,4,F
1265,1265,Deepa Rao,57,3,2,1,F
1266,1266,Sushma Achar,22,6,1,1,F
1267,1267,Lakshmi Hegde,23,3,2,1,F
1268,1268,Roopa Hegde,24,3,4,1,F
1269,1269,Deepa Hegde,66,3,1,4,F
1270,1270,Kavya Bhat,29,5,4,4,F
1271,1271,Vinay Setty,45,6,3,2,M
1272,1272,Prakash Nayak,57,6,2,3,M
1273,1273,Bhavya Reddy,62,5,2,3,F
1274,1274,Firoz Rao,41,7,2,2,M
1275,1275,Ravi Gowda,33,6,2,2,M
1276,1276,Kiran Kumar,58,3,1,2,M
1277,1277,Ravi Bhat,42,3,4,3,M
1278,1278,Geetha Gowda,66,8,1,3,F
1279,1279,Lokesh Naik,53,1,3,2,M
1280,1280,Rekha Raju,57,1,2,1,F
1281,1281,Anil Setty,19,3,4,2,M
1282,1282,Umesh Bhat,54,1,1,3,M
1283,1283,Basavaraj Rao,25,6,1,1,M
1284,1284,Divya Prasad,37,7,3,2,F
1285,1285,Prasad Patil,23,2,3,4,M
1286,1286,Nagaraj Setty,43,1,4,3,M
1287,1287,Girish Pasha,18,2,1,2,M
1288,1288,Lakshmi Reddy,55,1,2,1,F
1289,1289,Shivakumar Reddy,34,3,2,4,M
1290,1290,Rekha Reddy,22,2,4,2,F
1291,1291,Sushma Setty,48,7,2,3,F
1292,1292,Kiran Gowda,38,4,2,4,M
1293,1293,Kavya Pasha,19,8,4,2,F
1294,1294,Anitha Bhat,69,4,1,3,F
1295,1295,Santosh Murthy,34,1,4,4,M
1296,1296,Manjunath Murthy,47,2,3,2,M
1297,1297,Shwetha Prasad,70,5,4,2,F
1298,1298,Kavya Hegde,18,2,1,2,F
1299,1299,Imran Patil,37,1,2,3,M
1300,1300,Ramesh Patil,60,1,2,1,M
1301,1301,Vinay Naik,18,7,4,1,M
1302,1302,Shivakumar Kumar,33,5,4,1,M
1303,1303,Santosh Nayak,66,5,3,4,M
1304,1304,Roopa Hegde,22,4,4,4,F
1305,1305,Harish Kumar,46,4,4,1,M
1306,1306,Naveen Bhat,46,1,2,1,M
1307,1307,Suresh Kumar,33,8,3,3,M
1308,1308,Geetha Reddy,48,7,1,1,F
1309,1309,Nagaratna Gowda,68,7,2,3,F
1310,1310,Prasad Nayak,44,5,3,1,M
1311,1311,Lakshmi Pasha,46,3,3,4,F
1312,1312,Umesh Raju,64,8,2,4,M
1313,1313,Anil Pasha,33,5,4,4,M
1314,1314,Rekha Achar,26,3,4,4,F
1315,1315,Kavya Gowda,51,6,4,4,F
1316,1316,Basavaraj Prasad,51,8,4,1,M
1317,1317,Santosh Shetty,70,3,1,4,M
1318,1318,Kiran Bhat,30,1,3,1,M
1319,1319,Nagaratna Raju,68,2,4,2,F
1320,1320,Vinay Hegde,70,7,4,2,M
1321,1321,Sushma Naik,69,4,3,4,F
1322,1322,Firoz Prasad,43,2,1,3,M
1323,1323,Suresh Pasha,24,8,2,1,M
1324,1324,Umesh Bhat,69,4,1,1,M
1325,1325,Ramesh Bhat,61,7,1,4,M
1326,1326,Kavya Raju,36,5,3,4,F
1327,1327,Naveen Naik,66,7,3,2,M
1328,1328,Imran Patil,65,3,1,3,M
1329,1329,Rekha Pasha,42,2,1,4,F
1330,1330,Shivakumar Reddy,64,6,4,3,M
1331,1331,Divya Kumar,52,4,1,1,F
1332,1332,Nagaraj Rao,39,4,1,2,M
1333,1333,Nagaraj Rao,43,2,1,2,M
1334,1334,Harish Prasad,46,7,3,4,M
1335,1335,Firoz Pasha,32,1,1,3,M
1336,1336,Manjunath Raju,32,3,1,4,M
1337,1337,Shivakumar Patil,62,5,4,2,M
1338,1338,Roopa Kumar,51,6,1,4,F
1339,1339,Girish Hegde,34,8,4,3,M
1340,1340,Ravi Gowda,63,6,4,3,M
1341,1341,Ramesh Patil,42,5,1,4,M
1342,1342,Manjunath Rao,26,8,4,1,M
1343,1343,Shivakumar Prasad,27,5,3,2,M
1344,1344,Deepa Pasha,52,3,2,1,F
1345,1345,Shivakumar Rao,46,3,3,2,M
1346,1346,Vidya Patil,47,5,4,2,F
1347,1347,Harish Naik,35,2,1,4,M
1348,1348,Ramesh Nayak,21,1,1,4,M
1349,1349,Roopa Bhat,63,8,1,1,F
1350,1350,Umesh Shetty,60,1,1,4,M
1351,1351,Ramesh Nayak,50,6,3,3,M
1352,1352,Kavya Hegde,40,6,2,2,F
1353,1353,Arun Nayak,55,6,3,3,M
1354,1354,Geetha Hegde,56,4,4,3,F
1355,1355,Bhavya Naik,58,8,1,1,F
1356,1356,Deepa Murthy,51,2,2,3,F
1357,1357,Geetha Bhat,67,3,4,2,F
1358,1358,Nagaratna Hegde,31,2,4,2,F
1359,1359,Mahesh Bhat,58,8,2,2,M
1360,1360,Roopa Naik,33,3,3,2,F
1361,1361,Ramesh Gowda,37,2,4,3,M
1362,1362,Roopa Shetty,33,1,4,4,F
1363,1363,Santosh Rao,58,3,3,2,M
1364,1364,Roopa Achar,32,7,1,4,F
1365,1365,Nagaraj Murthy,42,2,3,4,M
1366,1366,Naveen Kumar,22,3,2,2,M
1367,1367,Roopa Rao,39,5,3,4,F
1368,1368,Prasad Setty,63,2,1,3,M
1369,1369,Rekha Nayak,43,6,2,1,F
1370,1370,Kiran Prasad,59,7,4,4,M
1371,1371,Savitha Prasad,35,2,3,2,F
1372,1372,Sushma Nayak,55,1,4,4,F
1373,1373,Savitha Shetty,43,2,4,3,F
1374,1374,Suresh Hegde,22,4,1,1,M
1375,1375,Geetha Achar,48,4,4,1,F
1376,1376,Prakash Reddy,38,8,2,4,M
1377,1377,Lokesh Patil,24,2,1,3,M
1378,1378,Sushma Patil,45,7,4,4,F
1379,1379,Vinay Murthy,58,2,3,4,M
1380,1380,Lokesh Prasad,61,2,1,1,M
1381,1381,Kavya Reddy,19,6,1,1,F
1382,1382,Shivakumar Raju,56,2,1,1,M
1383,1383,Shivakumar Setty,65,3,2,3,M
1384,1384,Sushma Gowda,36,2,2,1,F
1385,1385,Geetha Gowda,25,8,4,3,F
1386,1386,Naveen Bhat,28,7,3,3,M
1387,1387,Rekha Hegde,44,4,2,4,F
1388,1388,Rekha Raju,28,2,3,1,F
1389,1389,Kavya Bhat,34,5,3,1,F
1390,1390,Ravi Pasha,40,1,4,1,M
1391,1391,Nagaraj Shetty,50,5,4,3,M
1392,1392,Bhavya Reddy,68,4,4,4,F
1393,1393,Manjunath Nayak,44,3,4,3,M
1394,1394,Nagaraj Pasha,58,7,3,3,M
1395,1395,Savitha Nayak,48,6,3,3,F
1396,1396,Anil Kumar,53,8,1,3,M
1397,1397,Imran Reddy,37,8,4,2,M
1398,1398,Anitha Naik,23,5,1,2,F
1399,1399,Anil Prasad,26,8,1,4,M
1400,1400,Girish Achar,67,5,2,3,M
1401,1401,Anitha Raju,33,5,2,3,F
1402,1402,Naveen Reddy,41,2,3,2,M
1403,1403,Shivakumar Murthy,66,3,1,4,M
1404,1404,Ravi Murthy,25,3,2,1,M
1405,1405,Vinay Prasad,70,1,3,4,M
1406,1406,Divya Rao,22,1,3,3,F
1407,1407,Lakshmi Prasad,31,1,1,3,F
1408,1408,Naveen Bhat,61,1,3,4,M
1409,1409,Rekha Murthy,51,5,2,1,F
1410,1410,Girish Nayak,62,2,2,3,M
1411,1411,Deepa Bhat,50,6,2,3,F
1412,1412,Nagaraj Prasad,55,2,1,1,M
1413,1413,Divya Setty,55,7,4,2,F
1414,1414,Basavaraj Patil,51,7,2,3,M
1415,1415,Savitha Rao,33,2,4,2,F
1416,1416,Vidya Shetty,58,4,1,3,F
1417,1417,Firoz Rao,48,7,1,3,M
1418,1418,Prasad Gowda,31,1,4,1,M
1419,1419,Nagaratna Naik,32,7,4,4,F
1420,1420,Kiran Murthy,29,7,2,3,M
1421,1421,Savitha Hegde,70,5,2,4,F
1422,1422,Divya Rao,46,8,2,2,F
1423,1423,Deepa Bhat,46,6,3,2,F
1424,1424,Rekha Setty,24,7,3,2,F
1425,1425,Sushma Patil,21,8,2,3,F
1426,1426,Savitha Murthy,35,7,3,3,F
1427,1427,Roopa Prasad,48,1,3,4,F
1428,1428,Lakshmi Naik,36,8,4,4,F
1429,1429,Harish Hegde,34,7,1,3,M
1430,1430,Geetha Reddy,48,3,4,3,F
1431,1431,Deepa Naik,18,2,1,4,F
1432,1432,Divya Pasha,22,7,1,4,F
1433,1433,Vidya Gowda,42,8,3,4,F
1434,1434,Lokesh Kumar,49,3,4,3,M
1435,1435,Lokesh Gowda,60,1,3,1,M
1436,1436,Divya Reddy,40,2,4,2,F
1437,1437,Kavya Raju,38,7,3,4,F
1438,1438,Divya Naik,59,7,4,4,F
1439,1439,Sushma Pasha,30,5,3,2,F
1440,1440,Lakshmi Murthy,52,4,2,4,F
1441,1441,Bhavya Setty,46,5,2,2,F
1442,1442,Shwetha Naik,54,7,2,3,F
1443,1443,Anil Pasha,48,2,2,4,M
1444,1444,Divya Raju,46,5,4,3,F
1445,1445,Santosh Setty,42,8,4,1,M
1446,1446,Nagaraj Murthy,57,5,2,3,M
1447,1447,Divya Murthy,69,6,3,3,F
1448,1448,Roopa Shetty,32,5,2,1,F
1449,1449,Lakshmi Nayak,45,8,4,3,F
1450,1450,Roopa Rao,21,3,1,2,F
1451,1451,Girish Pasha,62,6,4,3,M
1452,1452,Firoz Hegde,45,5,1,2,M
1453,1453,Shivakumar Shetty,32,2,1,1,M
1454,1454,Anitha Raju,62,3,3,1,F
1455,1455,Anitha Naik,57,1,4,4,F
1456,1456,Imran Setty,22,5,3,3,M
1457,1457,Suresh Patil,18,8,2,1,M
1458,1458,Nagaratna Prasad,24,3,1,2,F
1459,1459,Sushma Setty,22,4,4,4,F
1460,1460,Geetha Shetty,35,6,1,3,F
1461,1461,Basavaraj Rao,63,8,3,1,M
1462,1462,Girish Pasha,36,2,3,1,M
1463,1463,Roopa Reddy,23,2,1,4,F
1464,1464,Ramesh Murthy,19,5,3,3,M
1465,1465,Shivakumar Gowda,47,8,4,1,M
1466,1466,Lokesh Hegde,70,1,4,1,M
1467,1467,Divya Hegde,30,2,2,4,F
1468,1468,Umesh Prasad,27,4,2,4,M
1469,1469,Shwetha Bhat,48,3,3,1,F
1470,1470,Bhavya Naik,54,8,2,2,F
1471,1471,Kiran Hegde,50,1,4,4,M
1472,1472,Bhavya Nayak,35,3,3,3,F
1473,1473,Shwetha Bhat,49,6,2,3,F
1474,1474,Roopa Murthy,34,8,4,4,F
1475,1475,Umesh Pasha,46,6,2,4,M
1476,1476,Vidya Hegde,32,6,1,1,F
1477,1477,Anitha Murthy,30,5,4,1,F
1478,1478,Deepa Gowda,34,8,1,2,F
1479,1479,Manjunath Naik,40,8,4,3,M
1480,1480,Arun Raju,19,7,3,4,M
1481,1481,Savitha Reddy,70,4,1,1,F
1482,1482,Umesh Naik,69,5,3,3,M
1483,1483,Naveen Rao,35,5,2,1,M
1484,1484,Shwetha Achar,29,5,2,3,F
1485,1485,Divya Nayak,34,8,3,2,F
1486,1486,Divya Gowda,32,7,4,3,F
1487,1487,Ramesh Nayak,69,1,3,2,M
1488,1488,Suresh Naik,63,2,4,1,M
1489,1489,Suresh Naik,49,1,1,4,M
1490,1490,Kiran Shetty,18,3,4,2,M
1491,1491,Geetha Prasad,57,4,2,2,F
1492,1492,Bhavya Hegde,38,3,1,2,F
1493,1493,Savitha Gowda,49,3,1,4,F
1494,1494,Nagaratna Raju,32,8,4,2,F
1495,1495,Bhavya Shetty,40,4,4,1,F
1496,1496,Nagaratna Bhat,67,6,3,1,F
1497,1497,Ramesh Pasha,26,6,3,2,M
1498,1498,Vinay Hegde,31,3,1,1,M
1499,1499,Lakshmi Rao,36,8,4,2,F
1500,1500,Mahesh Patil,23,8,1,3,M
1501,1501,Kavya Pasha,21,5,2,3,F
1502,1502,Imran Raju,18,2,1,4,M
1503,1503,Firoz Rao,64,6,3,2,M
1504,1504,Nagaraj Patil,46,4,3,2,M
1505,1505,Nagaraj Murthy,39,7,3,2,M
1506,1506,Nagaratna Shetty,20,3,3,4,F
1507,1507,Naveen Patil,66,6,1,3,M
1508,1508,Bhavya Pasha,68,8,3,1,F
1509,1509,Lakshmi Nayak,21,7,4,4,F
1510,1510,Anitha Prasad,18,5,2,3,F
1511,1511,Nagaratna Achar,56,1,1,1,F
1512,1512,Sushma Pasha,68,4,1,2,F
1513,1513,Kavya Achar,45,2,4,2,F
1514,1514,Kavya Bhat,38,7,3,3,F
1515,1515,Roopa Prasad,38,4,4,3,F
1516,1516,Nagaraj Reddy,63,4,2,2,M
1517,1517,Nagaraj Murthy,48,3,1,2,M
1518,1518,Shivakumar Bhat,24,7,1,1,M
1519,1519,Prakash Shetty,38,5,2,1,M
1520,1520,Geetha Rao,52,8,4,4,F
1521,1521,Deepa Kumar,21,5,1,4,F
1522,1522,Bhavya Rao,56,3,1,1,F
1523,1523,Manjunath Raju,57,7,2,4,M
1524,1524,Ravi Pasha,49,1,1,2,M
1525,1525,Kavya Prasad,65,5,4,3,F
1526,1526,Divya Murthy,48,1,2,3,F
1527,1527,Anitha Shetty,41,5,2,4,F
1528,1528,Umesh Murthy,60,4,2,2,M
1529,1529,Anil Hegde,25,7,1,2,M
1530,1530,Ramesh Nayak,52,5,4,2,M
1531,1531,Roopa Prasad,67,7,1,2,F
1532,1532,Basavaraj Kumar,55,5,3,1,M
1533,1533,Anil Naik,62,6,2,2,M
1534,1534,Mahesh Gowda,27,1,1,4,M
1535,1535,Arun Reddy,46,4,1,3,M
1536,1536,Deepa Rao,54,2,3,3,F
1537,1537,Suresh Hegde,27,6,4,3,M
1538,1538,Nagaratna Rao,20,4,1,1,F
1539,1539,Shivakumar Prasad,50,6,4,2,M
1540,1540,Naveen Naik,34,2,1,1,M
1541,1541,Bhavya Kumar,31,8,3,2,F
1542,1542,Shivakumar Shetty,61,1,4,4,M
1543,1543,Rekha Achar,43,6,2,4,F
1544,1544,Harish Patil,37,7,2,3,M
1545,1545,Nagaraj Raju,32,2,4,2,M
1546,1546,Sushma Reddy,44,7,1,2,F
1547,1547,Girish Shetty,59,5,3,3,M
1548,1548,Arun Hegde,64,2,4,1,M
1549,1549,Nagaratna Naik,29,1,3,2,F
1550,1550,Divya Shetty,60,1,1,4,F
1551,1551,Anitha Achar,47,3,2,4,F
1552,1552,Mahesh Naik,47,5,2,1,M
1553,1553,Harish Achar,41,5,3,2,M
1554,1554,Manjunath Kumar,31,3,1,2,M
1555,1555,Kiran Setty,53,5,2,1,M
1556,1556,Shwetha Achar,24,7,1,1,F
1557,1557,Savitha Kumar,34,7,2,2,F
1558,1558,Arun Achar,30,6,3,4,M
1559,1559,Divya Prasad,18,5,1,2,F
1560,1560,Anitha Naik,42,1,1,2,F
1561,1561,Anitha Naik,70,2,4,2,F
1562,1562,Suresh Achar,47,7,4,2,M
1563,1563,Divya Shetty,21,5,1,3,F
1564,1564,Umesh Raju,36,1,3,2,M
1565,1565,Anil Raju,28,2,3,2,M
1566,1566,Ravi Raju,33,1,3,2,M
1567,1567,Geetha Murthy,46,4,1,1,F
1568,1568,Nagaratna Pasha,30,2,2,4,F
1569,1569,Firoz Pasha,40,1,4,3,M
1570,1570,Kavya Setty,24,3,4,4,F
1571,1571,Arun Patil,68,3,4,2,M
1572,1572,Lakshmi Prasad,62,3,2,4,F
1573,1573,Nagaraj Murthy,29,1,2,2,M
1574,1574,Roopa Kumar,68,8,4,4,F
1575,1575,Lokesh Shetty,37,8,2,1,M
1576,1576,Suresh Bhat,47,5,2,2,M
1577,1577,Nagaraj Gowda,50,6,4,3,M
1578,1578,Santosh Hegde,69,7,4,3,M
1579,1579,Shwetha Setty,20,4,3,4,F
1580,1580,Deepa Murthy,23,4,3,4,F
1581,1581,Savitha Achar,52,7,2,3,F
1582,1582,Nagaratna Shetty,22,7,4,3,F
1583,1583,Arun Raju,23,3,1,1,M
1584,1584,Bhavya Nayak,48,2,2,4,F
1585,1585,Shwetha Prasad,49,3,3,3,F
1586,1586,Savitha Pasha,31,6,2,2,F
1587,1587,Savitha Setty,39,8,4,1,F
1588,1588,Nagaratna Murthy,55,7,4,4,F
1589,1589,Suresh Setty,68,1,4,3,M
1590,1590,Umesh Bhat,24,4,2,1,M
1591,1591,Santosh Raju,65,7,1,4,M
1592,1592,Savitha Naik,48,1,1,2,F
1593,1593,Naveen Shetty,69,8,3,2,M
1594,1594,Nagaraj Setty,32,7,4,4,M
1595,1595,Lokesh Patil,35,5,4,2,M
1596,1596,Shwetha Murthy,37,8,1,1,F
1597,1597,Arun Hegde,70,7,3,1,M
1598,1598,Shwetha Reddy,45,2,4,1,F
1599,1599,Shivakumar Shetty,18,2,2,1,M
1600,1600,Basavaraj Raju,53,5,2,3,M
1601,1601,Divya Gowda,37,1,4,4,F
1602,1602,Roopa Kumar,68,8,3,2,F
1603,1603,Lakshmi Gowda,28,8,4,4,F
1604,1604,Girish Patil,32,8,4,4,M
1605,1605,Arun Gowda,65,8,1,3,M
1606,1606,Ramesh Prasad,24,8,2,1,M
1607,1607,Nagaraj Setty,42,1,2,4,M
1608,1608,Anitha Patil,60,6,4,2,F
1609,1609,Vidya Gowda,42,5,4,4,F
1610,1610,Shwetha Reddy,47,3,4,2,F
1611,1611,Vidya Prasad,45,7,4,4,F
1612,1612,Mahesh Patil,30,4,4,4,M
1613,1613,Imran Hegde,51,8,2,2,M
1614,1614,Arun Pasha,50,1,3,3,M
1615,1615,Vinay Patil,22,8,1,1,M
1616,1616,Geetha Prasad,62,7,1,3,F
1617,1617,Prasad Prasad,25,2,4,1,M
1618,1618,Suresh Setty,34,4,3,2,M
1619,1619,Lakshmi Patil,60,5,1,2,F
1620,1620,Harish Gowda,64,5,1,1,M
1621,1621,Divya Murthy,45,4,4,3,F
1622,1622,Harish Naik,54,3,4,4,M
1623,1623,Sushma Prasad,60,8,2,1,F
1624,1624,Rekha Raju,33,1,3,2,F
1625,1625,Nagaraj Reddy,50,8,1,1,M
1626,1626,Ramesh Reddy,34,5,1,4,M
1627,1627,Girish Achar,47,3,1,4,M
1628,1628,Divya Naik,40,3,2,2,F
1629,1629,Ramesh Patil,54,7,3,4,M
1630,1630,Deepa Hegde,30,1,4,2,F
1631,1631,Roopa Kumar,63,1,3,1,F
1632,1632,Ravi Prasad,50,3,2,1,M
1633,1633,Bhavya Murthy,54,6,2,1,F
1634,1634,Deepa Shetty,36,7,2,4,F
1635,1635,Savitha Pasha,24,5,4,3,F
1636,1636,Santosh Hegde,58,4,3,3,M
1637,1637,Shivakumar Shetty,37,5,3,4,M
1638,1638,Ravi Hegde,40,3,2,3,M
1639,1639,Vinay Kumar,28,3,3,1,M
1640,1640,Shwetha Kumar,25,3,4,4,F
1641,1641,Rekha Patil,50,3,4,4,F
1642,1642,Ramesh Rao,32,2,4,2,M
1643,1643,Umesh Hegde,62,2,2,4,M
1644,1644,Basavaraj Patil,70,3,2,3,M
1645,1645,Lakshmi Bhat,52,5,1,1,F
1646,1646,Imran Prasad,39,5,1,1,M
1647,1647,Prasad Setty,56,7,4,3,M
1648,1648,Vinay Kumar,47,6,3,1,M
1649,1649,Divya Pasha,56,2,2,3,F
1650,1650,Deepa Murthy,40,1,4,4,F
1651,1651,Harish Patil,68,7,2,3,M
1652,1652,Deepa Murthy,39,3,4,1,F
1653,1653,Harish Setty,67,4,2,1,M
1654,1654,Nagaratna Murthy,66,4,1,2,F
1655,1655,Sushma Naik,18,5,3,3,F
1656,1656,Naveen Rao,26,4,4,1,M
1657,1657,Lakshmi Shetty,58,2,4,2,F
1658,1658,Kiran Nayak,48,4,2,1,M
1659,1659,Imran Bhat,66,6,2,3,M
1660,1660,Shwetha Bhat,51,5,3,1,F
1661,1661,Divya Shetty,65,4,4,2,F
1662,1662,Prasad Murthy,53,6,1,4,M
1663,1663,Santosh Patil,61,2,3,3,M
1664,1664,Geetha Rao,53,1,3,2,F
1665,1665,Santosh Reddy,42,1,1,4,M
1666,1666,Nagaratna Patil,64,8,1,4,F
1667,1667,Ramesh Achar,43,1,2,4,M
1668,1668,Imran Achar,24,3,3,3,M
1669,1669,Umesh Nayak,46,8,1,1,M
1670,1670,Deepa Naik,49,6,4,2,F
1671,1671,Shwetha Bhat,59,3,4,4,F
1672,1672,Lokesh Setty,43,3,3,1,M
1673,1673,Manjunath Nayak,65,5,4,3,M
1674,1674,Prasad Setty,55,8,3,2,M
1675,1675,Ravi Prasad,64,4,2,3,M
1676,1676,Roopa Bhat,53,2,3,4,F
1677,1677,Harish Rao,44,5,4,3,M
1678,1678,Suresh Murthy,35,2,3,3,M
1679,1679,Firoz Setty,23,5,3,4,M
1680,1680,Savitha Reddy,35,1,4,1,F
1681,1681,Firoz Reddy,33,6,4,3,M
1682,1682,Deepa Nayak,38,4,4,2,F
1683,1683,Anil Pasha,68,8,1,2,M
1684,1684,Arun Shetty,30,4,4,2,M
1685,1685,Arun Shetty,69,1,4,2,M
1686,1686,Suresh Shetty,52,6,3,2,M
1687,1687,Girish Patil,33,5,1,4,M
1688,1688,Shwetha Pasha,62,2,4,3,F
1689,1689,Kavya Reddy,22,4,2,2,F
1690,1690,Basavaraj Raju,47,7,4,3,M
1691,1691,Manjunath Kumar,50,7,2,3,M
1692,1692,Prasad Hegde,69,1,1,2,M
1693,1693,Suresh Murthy,49,8,3,1,M
1694,1694,Ramesh Raju,54,5,3,2,M
1695,1695,Girish Bhat,48,6,3,1,M
1696,1696,Anil Pasha,43,5,1,1,M
1697,1697,Kiran Patil,58,6,4,1,M
1698,1698,Manjunath Nayak,49,3,4,1,M
1699,1699,Nagaratna Prasad,52,1,4,3,F
1700,1700,Rekha Setty,65,7,3,2,F
1701,1701,Lakshmi Reddy,69,6,3,4,F
1702,1702,Lokesh Kumar,40,3,1,4,M
1703,1703,Girish Bhat,50,2,4,2,M
1704,1704,Nagaratna Kumar,65,5,2,2,F
1705,1705,Vinay Shetty,24,6,2,3,M
1706,1706,Prasad Raju,59,1,2,3,M
1707,1707,Rekha Achar,34,3,1,1,F
1708,1708,Lakshmi Reddy,40,5,4,3,F
1709,1709,Rekha Pasha,18,3,2,3,F
1710,1710,Vidya Patil,64,3,4,2,F
1711,1711,Bhavya Kumar,23,1,2,4,F
1712,1712,Savitha Kumar,41,6,2,4,F
1713,1713,Shwetha Kumar,26,2,4,4,F
1714,1714,Savitha Patil,63,2,4,3,F
1715,1715,Vidya Shetty,66,5,3,2,F
1716,1716,Geetha Pasha,53,2,4,2,F
1717,1717,Manjunath Bhat,43,8,1,1,M
1718,1718,Sushma Rao,69,2,1,3,F
1719,1719,Santosh Nayak,24,1,4,2,M
1720,1720,Harish Gowda,66,8,2,1,M
1721,1721,Bhavya Reddy,35,7,4,4,F
1722,1722,Lokesh Nayak,39,3,3,4,M
1723,1723,Kavya Pasha,18,6,2,2,F
1724,1724,Vinay Murthy,38,7,4,4,M
1725,1725,Vidya Murthy,55,2,4,1,F
1726,1726,Nagaratna Setty,59,2,2,4,F
1727,1727,Umesh Bhat,27,8,4,1,M
1728,1728,Roopa Reddy,58,4,1,1,F
